customer_id,customer_name,email,phone,gender,date_of_birth,city,registration_date
CUST00027,James Kiplagat,james.kiplagat27@example.com,0733707223,Male,1984-07-29,Nakuru,2025-12-08
CUST00028,Faith Mwangi,faith.mwangi28@example.com,0777874168,Male,1962-09-06,Kisumu,2023-03-21
CUST00029,Faith Njoroge,,0783976347,Female,1975-05-30,Nairobi,2024-12-20
CUST00030,Ruth Kariuki,ruth.kariuki30@example.com,0775373388,Male,1995-01-18,Naivasha,2025-09-20
CUST00031,Martin Mutua,martin.mutua31@example.com,0711030224,Female,1982-08-07,Nairobi,2023-01-16
CUST00032,Wanjiku Kiplagat,wanjiku.kiplagat32@example.com,0731936113,Female,1979-04-04,Mombasa,2024-12-28
CUST00033,Joy Akinyi,joy.akinyi33@example.com,0761612319,Female,1996-10-24,Mombasa,2023-09-30
CUST00034,Amina Akinyi,amina.akinyi34@example.com,0738187512,Female,2009-05-14,Nakuru,2025-08-31
CUST00035,James Nyongesa,james.nyongesa35@example.com,0716796238,Female,1985-05-10,Nakuru,2024-05-30
CUST00036,Wilson Wambui,wilson.wambui36@example.com,0790195971,Female,2004-05-18,Nairobi,2025-11-09
CUST00037,Mercy Mwangi,mercy.mwangi37@example.com,0771727787,Female,1983-04-14,Nakuru,2024-08-18
CUST00038,Grace Kariuki,grace.kariuki38@example.com,0795667726,Female,1999-06-05,Mombasa,2025-12-21
CUST00039,Grace Odhiambo,grace.odhiambo39@example.com,0734335210,Male,1981-02-06,Eldoret,2023-07-28
CUST00040,Samuel Kiplagat,samuel.kiplagat40@example.com,0771936808,Female,1993-11-25,Nairobi,2025-07-15
CUST00041,Ruth Chebet,,0760117288,Female,1961-02-11,Nairobi,2024-09-16
CUST00042,Amina Odhiambo,amina.odhiambo42@example.com,0799531955,Male,1991-04-21,Nairobi,2023-05-14
CUST00043,Mercy Wekesa,mercy.wekesa43@example.com,0754787036,Female,1974-11-22,Kakamega,2025-07-27
CUST00044,Kevin Akinyi,kevin.akinyi44@example.com,0765017045,Female,2011-06-06,Nairobi,2023-06-22
CUST00045,Mercy Wekesa,mercy.wekesa45@example.com,0772512252,Female,1994-01-09,Nakuru,2024-11-24
CUST00046,Naomi Kamau,naomi.kamau46@example.com,0767211314,Male,2014-05-16,Mombasa,2025-02-15
CUST00047,Samuel Cheruiyot,samuel.cheruiyot47@example.com,0771582321,Male,1994-10-24,Nairobi ,2025-01-10
CUST00048,Sarah Akinyi,sarah.akinyi48@example.com,0740271936,Male,2003-09-04,Mombasa,2023-02-28
CUST00049,Grace Mwangi,grace.mwangi49@example.com,0733498925,Female,1997-11-15,Nairobi,2024-12-22
CUST00050,Kevin Odhiambo,kevin.odhiambo50@example.com,0743824919,Male,1966-05-26,Nakuru,2025-10-15
CUST00051,Irene Kiptoo,irene.kiptoo51@example.com,0767397483,Male,2012-04-20,Nairobi,2024-11-28
CUST00052,Irene Cheruiyot,irene.cheruiyot52@example.com,0720276984,Male,1960-01-12,Nairobi,2023-01-10
CUST00053,Kevin Wambui,kevin.wambui53@example.com,0750834868,Female,1967-06-25,Mombasa,2023-11-04
CUST00054,Peter Otieno,peter.otieno54@example.com,0772593318,Male,2014-12-06,Malindi,2023-06-05
CUST00055,Martin Wekesa,martin.wekesa55@example.com,0786482972,Female,2011-07-25,Mombasa,2023-02-21
CUST00056,Samuel Otieno,samuel.otieno56@example.com,0792289586,Female,1975-11-20,Machakos,2024-06-28
CUST00057,Lilian Koech,lilian.koech57@example.com,0784408342,Female,2005-10-19,Nairobi,2025-08-22
CUST00058,Carol Otieno,carol.otieno58@example.com,0715917806,Male,2006-12-19,Nairobi,2025-12-24
CUST00059,Carol Nyongesa,carol.nyongesa59@example.com,0771128552,Male,1982-03-06,Nairobi,2024-09-01
CUST00060,Wanjiku Mutua,wanjiku.mutua60@example.com,0744608580,Male,1980-03-15,Nakuru,2023-01-03
CUST00061,Ruth Akinyi,ruth.akinyi61@example.com,0782012454,Male,1967-11-12,Nairobi,2023-04-16
CUST00062,Irene Chebet,irene.chebet62@example.com,0740793183,Female,1995-02-13,Nairobi,2023-07-20
CUST00063,Amina Kamau,amina.kamau63@example.com,0753092413,Female,2003-11-14,Nairobi,2023-04-19
CUST00064,Faith Mutua,faith.mutua64@example.com,0793809984,Male,2008-04-28,Mombasa,2025-02-02
CUST00065,Brian Mutua,brian.mutua65@example.com,0775334647,Male,2004-01-17,Nairobi,2023-05-29
CUST00066,Joy Kiptoo,joy.kiptoo66@example.com,0719564632,Female,1978-06-03,Nairobi,2025-12-03
CUST00067,Kevin Wambui,kevin.wambui67@example.com,0732667460,Female,1998-08-08,Nairobi,2024-05-15
CUST00068,Kevin Kariuki,kevin.kariuki68@example.com,0750848124,Male,1972-06-28,Naivasha,2025-07-05
CUST00069,Mercy Kimani,mercy.kimani69@example.com,0791264273,Male,2012-04-05,Nairobi,2023-09-03
CUST00070,Ruth Koech,ruth.koech70@example.com,0720487320,Female,1983-12-04,Thika,2023-02-05
CUST00071,Daniel Kamau,daniel.kamau71@example.com,0762178487,Female,1972-02-28,Thika,2023-03-29
CUST00072,Irene Kimani,irene.kimani72@example.com,0793922562,Female,1963-11-23,Kisumu,2024-05-25
CUST00073,Zawadi Chebet,zawadi.chebet73@example.com,0783296757,Male,1967-02-04,Nakuru,2023-12-12
CUST00074,Peter Odhiambo,peter.odhiambo74@example.com,0740334279,Male,2014-01-22,Thika,2025-01-22
CUST00075,Daniel Njoroge,daniel.njoroge75@example.com,0733920550,Female,2008-03-27,Kisumu,2025-07-09
CUST00076,Grace Njoroge,grace.njoroge76@example.com,0748751007,Female,2012-09-15,Eldoret,2024-02-14
CUST00077,Daniel Wekesa,daniel.wekesa77@example.com,0780625189,Female,1994-12-03,Kisumu,2025-11-19
CUST00078,Brian Mutua,brian.mutua78@example.com,0752064673,Male,1992-09-01,Kisumu,2023-01-27
CUST00079,Grace Kimani,grace.kimani79@example.com,0727376175,Female,1962-05-26,Nairobi,2025-07-03
CUST00080,Daniel Kariuki,daniel.kariuki80@example.com,0740248535,Male,1996-12-20,Nakuru,2024-09-17
CUST00081,Victor Kimani,victor.kimani81@example.com,0715541526,Female,1964-08-31,Nyeri,2023-10-14
CUST00082,Ruth Wambui,ruth.wambui82@example.com,0765029906,Male,1972-11-11,Nairobi,2023-11-02
CUST00083,Samuel Mwangi,,0712900430,Female,1971-06-20,Malindi,2023-11-13
CUST00084,Sarah Kamau,sarah.kamau84@example.com,0731285699,Female,1972-12-31,Thika,2025-10-30
CUST00085,Daniel Wambui,daniel.wambui85@example.com,0788093125,Female,2001-04-14,Nairobi,2023-08-23
CUST00086,James Kariuki,james.kariuki86@example.com,0752569080,Male,1994-08-21,Eldoret,2024-01-30
CUST00087,Wilson Akinyi,wilson.akinyi87@example.com,0796623615,Male,2003-06-24,Kitale,2023-06-02
CUST00088,Daniel Wekesa,daniel.wekesa88@example.com,0762339298,Female,1971-07-14,Kisumu,2025-06-08
CUST00089,Victor Ochieng,victor.ochieng89@example.com,0722969581,Female,1991-12-06,Nairobi,2024-05-25
CUST00090,Sarah Ochieng,sarah.ochieng90@example.com,0738242123,Male,1966-04-18,Kitale,2025-12-30
CUST00091,Martin Mutua,martin.mutua91@example.com,0737226334,Male,1963-06-17,Nairobi,2023-06-06
CUST00092,Peter Odhiambo,peter.odhiambo92@example.com,0791124831,Male,1961-01-04,Nairobi,2025-11-28
CUST00093,Irene Kimani,irene.kimani93@example.com,,Male,2010-11-27,Nairobi,2024-03-16
CUST00094,Irene Cheruiyot,irene.cheruiyot94@example.com,0776013346,Female,1971-10-01,Nairobi,2023-05-03
CUST00095,Mercy Chebet,mercy.chebet95@example.com,0753261259,Male,1992-03-15,Kisumu,2023-06-01
CUST00096,Samuel Chebet,samuel.chebet96@example.com,0741139208,Female,1998-02-09,Eldoret,2024-01-25
CUST00097,Ruth Kiptoo,ruth.kiptoo97@example.com,0730766966,Female,1984-03-24,Kitale,2023-05-17
CUST00098,Grace Njoroge,grace.njoroge98@example.com,0764669571,Female,1982-10-05,Nairobi,2024-08-10
CUST00099,Ruth Cheruiyot,ruth.cheruiyot99@example.com,0734115673,Male,1961-10-18,Kisumu,2024-04-05
CUST00100,Wilson Kamau,wilson.kamau100@example.com,0783661346,Male,1994-10-29,Nairobi,2025-06-14
CUST00101,James Wambui,james.wambui101@example.com,,Male,1995-10-25,Kisumu,2025-08-01
CUST00102,Naomi Otieno,naomi.otieno102@example.com,0779481326,Male,1965-04-10,Nairobi,2024-02-18
CUST00103,Wilson Otieno,wilson.otieno103@example.com,0773364540,Male,1993-11-10,Kakamega,2025-08-22
CUST00104,Ruth Wambui,ruth.wambui104@example.com,0747302556,Male,2005-07-02,Thika,2023-06-08
CUST00105,James Kimani,james.kimani105@example.com,0760476769,Male,2011-12-28,Kisumu,2025-07-24
CUST00106,Martin Kariuki,martin.kariuki106@example.com,0797620522,Female,1960-03-28,Kitale,2024-02-22
CUST00107,Joy Njoroge,joy.njoroge107@example.com,0716938381,Female,2004-06-05,Mombasa,2023-06-29
CUST00108,Victor Nyongesa,victor.nyongesa108@example.com,0723001051,Male,1963-05-29,Kisumu,2025-10-17
CUST00109,Mercy Mwangi,mercy.mwangi109@example.com,0723715706,Male,1968-04-13,Naivasha,2024-05-24
CUST00110,James Njoroge,james.njoroge110@example.com,0785685412,Female,1961-01-20,Eldoret,2025-06-14
CUST00111,Wanjiku Mwangi,wanjiku.mwangi111@example.com,0742862316,Female,1973-10-13,Kakamega,2023-11-07
CUST00112,Peter Kiptoo,peter.kiptoo112@example.com,0719670468,Female,1990-12-21,Nairobi,2024-04-13
CUST00113,Sarah Kamau,sarah.kamau113@example.com,0773038291,Female,2006-01-21,Mombasa,2025-12-25
CUST00114,Joy Odhiambo,joy.odhiambo114@example.com,0764720379,Female,1998-05-08,Mombasa,2025-11-07
CUST00115,Ruth Cheruiyot,ruth.cheruiyot115@example.com,0763457744,Female,1987-11-16,Nairobi,2023-05-12
CUST00116,Sarah Kiplagat,sarah.kiplagat116@example.com,0783831304,Male,1963-04-10,Thika,2023-01-29
CUST00117,Victor Maina,victor.maina117@example.com,0786831364,Male,1978-05-17,Mombasa,2025-11-15
CUST00118,Wilson Chebet,wilson.chebet118@example.com,0793295839,Male,2014-06-08,Kakamega,2024-11-12
CUST00119,Kevin Maina,kevin.maina119@example.com,0758664116,Male,1967-05-16,Nyeri,2024-09-30
CUST00120,Esther Njoroge,esther.njoroge120@example.com,0780164562,Male,1991-04-17,Malindi,2024-01-24
CUST00121,Esther Cheruiyot,esther.cheruiyot121@example.com,0752291103,Male,2035-01-01,Mombasa,2025-01-03
CUST00122,Grace Otieno,grace.otieno122@example.com,0799886376,Male,1985-09-21,Nairobi,2023-08-05
CUST00123,Sarah Wekesa,sarah.wekesa123@example.com,0762275165,Male,1985-03-09,Nakuru,2025-11-12
CUST00124,Lilian Nyongesa,lilian.nyongesa124@example.com,0726988991,Female,1969-05-02,Nairobi,2024-12-05
CUST00125,Faith Maina,faith.maina125@example.com,0731954072,Female,1970-05-26,Nairobi,2023-11-08
CUST00126,Lilian Wekesa,lilian.wekesa126@example.com,0719126627,Female,1961-07-19,Nairobi,2025-12-16
CUST00127,Kevin Kariuki,kevin.kariuki127@example.com,0711982120,Male,1968-12-18,Eldoret,2023-01-30
CUST00128,Zawadi Kiplagat,zawadi.kiplagat128@example.com,0723851740,Male,2011-11-18,Nairobi,2025-02-09
CUST00129,Naomi Kariuki,naomi.kariuki129@example.com,0751351947,Female,1978-04-21,Nairobi ,2024-04-30
CUST00130,Peter Kiplagat,peter.kiplagat130@example.com,0760888693,Male,1993-06-27,Nairobi,2023-08-02
CUST00131,Daniel Kamau,daniel.kamau131@example.com,0775866657,Female,2006-08-20,Nairobi,2024-09-24
CUST00132,Grace Kiplagat,grace.kiplagat132@example.com,0793363495,Female,1990-11-22,Nairobi,2025-02-21
CUST00133,Samuel Kariuki,samuel.kariuki133@example.com,0723478900,Male,1996-06-07,Nairobi,2023-02-14
CUST00134,Joy Maina,joy.maina134@example.com,,Male,2008-06-15,Malindi,2025-01-12
CUST00135,Kevin Kamau,kevin.kamau135@example.com,0761411187,Female,1989-02-17,Machakos,2024-06-09
CUST00136,Samuel Cheruiyot,samuel.cheruiyot136@example.com,,Male,1961-05-28,Eldoret,2023-02-02
CUST00137,Wilson Kamau,wilson.kamau137@example.com,0710681918,Female,1977-06-16,Eldoret,2024-12-09
CUST00138,Daniel Akinyi,daniel.akinyi138@example.com,0750831617,Male,1973-05-05,Machakos,2025-03-30
CUST00139,Ruth Odhiambo,ruth.odhiambo139@example.com,0710669156,Male,1960-04-24,Nyeri,2025-03-26
CUST00140,Mercy Njoroge,mercy.njoroge140@example.com,0723279807,Female,2000-01-28,Nairobi,2024-01-30
CUST00141,Naomi Maina,naomi.maina141@example.com,0732387710,Male,1960-03-13,Eldoret,2024-08-12
CUST00142,Irene Chebet,irene.chebet142@example.com,0798433383,Female,1992-08-22,Kakamega,2024-08-28
CUST00143,James Njoroge,james.njoroge143@example.com,0768408743,Male,2005-03-15,Kisumu,2024-01-16
CUST00144,Carol Kamau,carol.kamau144@example.com,0750756825,Female,1997-07-10,Kisumu,2023-07-21
CUST00145,Hassan Akinyi,hassan.akinyi145@example.com,0755904012,Female,1964-06-08,Eldoret,2023-04-11
CUST00146,Sarah Mutua,sarah.mutua146@example.com,0721070353,Male,1987-02-10,Nairobi,2025-08-31
CUST00147,Esther Chebet,esther.chebet147@example.com,0720577539,Male,1960-10-20,Nakuru,2025-12-13
CUST00148,Irene Wambui,irene.wambui148@example.com,0796657411,Male,1978-03-06,Malindi,2023-10-24
CUST00149,Daniel Mutua,daniel.mutua149@example.com,0738047012,Female,2011-08-18,Thika,2023-06-01
CUST00150,Martin Kariuki,martin.kariuki150@example.com,0716075653,Female,1972-02-18,Mombasa,2025-06-14
CUST00151,Brian Ochieng,brian.ochieng151@example.com,0748286743,Female,1964-08-15,Kisumu,2025-07-19
CUST00152,Irene Nyongesa,irene.nyongesa152@example.com,0756911941,Female,1975-05-03,Eldoret,2024-09-28
CUST00153,Faith Otieno,faith.otieno153@example.com,0781412232,Female,2014-10-29,Nairobi,2023-11-23
CUST00154,Kevin Mutua,kevin.mutua154@example.com,0796250220,Male,2002-06-23,Nakuru,2023-07-17
CUST00155,Amina Kariuki,,0742185771,Female,1996-11-28,Kisumu,2024-05-27
CUST00156,Joy Muthoni,joy.muthoni156@example.com,0784446903,Male,1985-06-16,Nairobi,2023-03-15
CUST00157,Sarah Kimani,sarah.kimani157@example.com,0773732773,Male,1964-06-13,Kitale,2023-08-27
CUST00158,Grace Otieno,grace.otieno158@example.com,0746074461,Male,1969-10-16,Eldoret,2024-01-30
CUST00159,Amina Chebet,amina.chebet159@example.com,0768347767,Male,1993-07-26,Kakamega,2023-08-26
CUST00160,Ruth Njoroge,ruth.njoroge160@example.com,,Female,1972-05-14,Nakuru,2025-06-06
CUST00161,Martin Mutua,martin.mutua161@example.com,0751009360,Female,2005-08-19,Malindi,2025-11-29
CUST00162,Samuel Mwangi,samuel.mwangi162@example.com,0780383531,Male,1983-11-27,Kisumu,2023-10-13
CUST00163,Victor Wekesa,victor.wekesa163@example.com,0738280212,Female,1964-05-28,Eldoret,2025-05-12
CUST00164,Zawadi Kariuki,zawadi.kariuki164@example.com,0773047843,Female,2008-08-15,Mombasa,2025-12-22
CUST00165,Mercy Akinyi,mercy.akinyi165@example.com,0724000412,Male,1983-10-18,Nairobi,2024-12-16
CUST00166,Kevin Kamau,kevin.kamau166@example.com,0752693214,Male,2011-03-23,Mombasa City,2025-12-30
CUST00167,Naomi Chebet,naomi.chebet167@example.com,0747397145,Male,1986-07-05,Nairobi,2024-11-18
CUST00168,Zawadi Ochieng,zawadi.ochieng168@example.com,0774625624,Female,1999-01-31,Kitale,2025-11-15
CUST00169,Wanjiku Kamau,wanjiku.kamau169@example.com,0784862506,Female,1969-08-08,Thika,2024-07-27
CUST00170,Esther Maina,esther.maina170@example.com,0799067668,Female,1967-12-31,Mombasa,2024-04-23
CUST00171,Daniel Muthoni,daniel.muthoni171@example.com,0726101313,Female,2013-02-06,Nairobi,2023-01-23
CUST00172,Kevin Odhiambo,kevin.odhiambo172@example.com,,Male,2010-12-28,Kisumu,2025-04-13
CUST00173,Kevin Muthoni,kevin.muthoni173@example.com,0794035075,Male,1990-09-23,Nyeri,2023-10-09
CUST00174,James Mwangi,james.mwangi174@example.com,0714825973,Female,2006-09-06,Nakuru,2024-09-10
CUST00175,Lilian Wekesa,lilian.wekesa175@example.com,0771487324,Female,1975-09-23,Thika,2023-10-03
CUST00176,Faith Koech,faith.koech176@example.com,0710059473,Male,1979-02-13,Naivasha,2023-04-08
CUST00177,Kevin Ochieng,kevin.ochieng177@example.com,0723627907,Male,2012-08-01,Eldoret,2025-05-21
CUST00178,Zawadi Chebet,zawadi.chebet178@example.com,0732145655,Female,2007-02-15,Mombasa,2025-02-19
CUST00179,Sarah Kiplagat,sarah.kiplagat179@example.com,0772240334,Female,2011-11-28,Nairobi,2024-11-24
CUST00180,Victor Kiptoo,victor.kiptoo180@example.com,0715839299,Male,1967-04-23,Kakamega,2023-10-03
CUST00181,Mercy Odhiambo,mercy.odhiambo181@example.com,0782834881,Female,1999-07-28,Nakuru,2025-04-22
CUST00182,James Mutua,james.mutua182@example.com,0786039709,Male,1988-07-30,Machakos,2023-09-23
CUST00183,Kevin Akinyi,kevin.akinyi183@example.com,0780918473,Female,2001-08-13,Kisumu,2023-02-20
CUST00184,Peter Cheruiyot,peter.cheruiyot184@example.com,0782379094,Female,1980-07-01,Nairobi,2023-09-02
CUST00185,Wilson Muthoni,wilson.muthoni185@example.com,0789402629,Male,1988-03-23,Malindi,2024-08-15
CUST00186,Grace Nyongesa,grace.nyongesa186@example.com,0713882863,Female,2005-02-15,Mombasa City,2023-11-02
CUST00187,Martin Kimani,martin.kimani187@example.com,0715138548,Female,2001-07-17,Kitale,2024-02-09
CUST00188,James Maina,james.maina188@example.com,0792377894,Female,1969-02-11,Eldoret,2023-07-08
CUST00189,Wanjiku Chebet,wanjiku.chebet189@example.com,0757191134,Female,2005-02-12,Mombasa,2023-09-14
CUST00190,Naomi Muthoni,naomi.muthoni190@example.com,0730030038,Male,1989-03-20,Nairobi,2024-04-10
CUST00191,Wilson Cheruiyot,wilson.cheruiyot191@example.com,0778685081,Male,1995-10-06,Nairobi,2025-01-22
CUST00192,Wanjiku Nyongesa,wanjiku.nyongesa192@example.com,0743584898,Male,1964-08-10,Nairobi,2025-04-14
CUST00193,Victor Akinyi,,0793887187,Male,1988-01-29,Nairobi,2023-04-30
CUST00194,Ruth Nyongesa,ruth.nyongesa194@example.com,0738134904,Female,2000-11-08,Nakuru,2024-05-12
CUST00195,Carol Njoroge,carol.njoroge195@example.com,0737646294,Female,1967-09-20,Nakuru,2025-01-19
CUST00196,Wilson Wambui,wilson.wambui196@example.com,0737926248,Male,2005-12-31,Nairobi,2023-03-18
CUST00197,Mercy Muthoni,mercy.muthoni197@example.com,0767982064,Male,1996-10-03,Nairobi,2023-08-14
CUST00198,Carol Wekesa,carol.wekesa198@example.com,0782185738,Female,1992-10-16,Eldoret,2025-09-24
CUST00199,Esther Wekesa,esther.wekesa199@example.com,0748191389,Male,1995-12-24,Mombasa,2024-07-01
CUST00200,Esther Kamau,esther.kamau200@example.com,0730464305,Male,1966-11-27,Mombasa,2025-09-03
CUST00201,Carol Njoroge,carol.njoroge201@example.com,0719055147,Female,1986-12-05,Nakuru,2025-09-05
CUST00202,Zawadi Kiptoo,zawadi.kiptoo202@example.com,0731469078,Male,1974-11-13,Kisumu,2023-01-23
CUST00203,Lilian Kiplagat,lilian.kiplagat203@example.com,0767319952,Female,2005-04-06,Nairobi,2024-08-04
CUST00204,Mercy Mutua,mercy.mutua204@example.com,0751268696,Male,1992-01-02,Kisumu,2025-01-28
CUST00205,Brian Kiplagat,brian.kiplagat205@example.com,0713649376,Female,1990-12-13,Nyeri,2023-07-31
CUST00206,Irene Maina,irene.maina206@example.com,0748703046,Female,1964-08-06,Nairobi,2023-11-29
CUST00207,Lilian Kamau,lilian.kamau207@example.com,0759384832,Male,2005-05-18,Nairobi,2025-08-19
CUST00208,James Koech,james.koech208@example.com,0717112343,Male,1992-01-16,Eldoret,2024-12-24
CUST00209,Joy Wambui,joy.wambui209@example.com,0776277703,Male,1997-05-29,Nairobi,2025-04-22
CUST00210,Hassan Njoroge,hassan.njoroge210@example.com,0795857022,Female,1985-12-11,Nairobi,2025-03-14
CUST00211,Naomi Kiplagat,naomi.kiplagat211@example.com,0797659470,Female,1992-09-07,Nairobi,2024-03-23
CUST00212,Lilian Kariuki,lilian.kariuki212@example.com,0747486595,Male,1973-10-15,Eldoret,2025-07-31
CUST00213,Esther Otieno,esther.otieno213@example.com,0712805176,Female,1965-08-16,Nairobi,2024-07-09
CUST00214,Samuel Akinyi,samuel.akinyi214@example.com,0788588061,Male,1976-03-18,Nairobi,2023-03-07
CUST00215,Sarah Mutua,sarah.mutua215@example.com,0761820881,Female,2007-12-15,Nairobi,2024-06-25
CUST00216,Irene Nyongesa,irene.nyongesa216@example.com,0755777454,Male,1977-09-04,Mombasa,2025-04-28
CUST00217,Naomi Kamau,naomi.kamau217@example.com,0726975452,Female,1995-10-27,Mombasa,2024-08-19
CUST00218,Samuel Nyongesa,samuel.nyongesa218@example.com,0791404737,Male,1999-01-31,Nairobi,2025-04-01
CUST00219,Esther Otieno,esther.otieno219@example.com,0789006056,Female,1999-12-12,Mombasa,2024-11-28
CUST00220,Martin Cheruiyot,martin.cheruiyot220@example.com,0758137069,Male,1990-01-31,Nairobi,2025-06-22
CUST00221,Sarah Ochieng,sarah.ochieng221@example.com,0761754534,Female,1992-11-18,Thika,2025-06-07
CUST00222,Sarah Muthoni,sarah.muthoni222@example.com,0787539363,Male,1990-04-30,Thika,2024-08-21
CUST00223,Irene Kariuki,irene.kariuki223@example.com,0794756434,Female,1997-01-27,Mombasa,2025-08-27
CUST00224,Wilson Ochieng,wilson.ochieng224@example.com,0761885724,Male,1985-10-21,Eldoret,2025-06-19
CUST00225,James Kiplagat,james.kiplagat225@example.com,0757743163,Male,1969-06-22,Nairobi,2024-03-28
CUST00226,Hassan Njoroge,hassan.njoroge226@example.com,0779539417,Male,1962-01-11,Eldoret,2025-11-04
CUST00227,Wilson Chebet,wilson.chebet227@example.com,0792541461,Female,1963-07-12,Kisumu,2023-06-06
CUST00228,Wanjiku Mwangi,wanjiku.mwangi228@example.com,0780138022,Male,2010-10-09,Thika,2024-12-25
CUST00229,James Njoroge,james.njoroge229@example.com,0716125800,Female,1965-01-25,Nairobi,2023-02-17
CUST00230,Martin Mwangi,martin.mwangi230@example.com,0721240658,Female,1982-03-07,Mombasa,2025-08-21
CUST00231,Martin Mutua,martin.mutua231@example.com,0761121414,Female,2000-07-12,Kisumu,2024-07-14
CUST00232,Faith Kimani,faith.kimani232@example.com,0712163727,Male,1996-05-30,Kisumu,2024-07-10
CUST00233,Wanjiku Wambui,wanjiku.wambui233@example.com,0786541693,Male,2007-12-26,Nakuru,2025-08-27
CUST00234,Kevin Nyongesa,kevin.nyongesa234@example.com,0773634194,Female,2013-10-12,Kitale,2024-06-30
CUST00235,Kevin Nyongesa,kevin.nyongesa235@example.com,0779433313,Female,2014-06-16,Nairobi,2023-10-01
CUST00236,Mercy Njoroge,mercy.njoroge236@example.com,0793600982,Female,1989-12-04,Kisumu,2024-01-03
CUST00237,Lilian Muthoni,lilian.muthoni237@example.com,0760448003,Female,1989-08-31,Kitale,2024-09-10
CUST00238,Amina Wambui,amina.wambui238@example.com,0716042437,Female,1969-02-26,Naivasha,2024-09-21
CUST00239,Samuel Chebet,samuel.chebet239@example.com,0777837533,Male,2011-04-26,Eldoret,2023-12-11
CUST00240,Faith Otieno,faith.otieno240@example.com,0730156361,Male,1994-12-05,Mombasa,2023-12-31
CUST00241,Peter Kariuki,peter.kariuki241@example.com,0761558364,Female,1984-09-21,Kitale,2023-05-09
CUST00242,Daniel Akinyi,daniel.akinyi242@example.com,0776705341,Female,2012-06-20,Nairobi,2024-12-08
CUST00243,Esther Odhiambo,esther.odhiambo243@example.com,0764966592,Male,1994-07-12,Nairobi,2023-11-20
CUST00244,Hassan Kimani,hassan.kimani244@example.com,0795482859,Male,1995-03-16,Kitale,2025-03-31
CUST00245,Victor Kiplagat,victor.kiplagat245@example.com,0718429496,Male,1987-07-30,Mombasa,2025-12-25
CUST00246,Martin Maina,martin.maina246@example.com,0729984050,Female,1976-06-21,Kakamega,2024-04-17
CUST00247,Wilson Chebet,wilson.chebet247@example.com,0755649110,Female,1972-02-29,Eldoret,2023-11-22
CUST00248,Mercy Wambui,mercy.wambui248@example.com,0764469047,Male,2005-04-27,Nairobi,2025-12-06
