customer_id,customer_name,email,phone,gender,date_of_birth,city,registration_date
CUST00066,Joy Kiptoo,joy.kiptoo66@example.com,719564632.0,Female,1978-06-03,Nairobi,2025-12-03
CUST00067,Kevin Wambui,kevin.wambui67@example.com,732667460.0,Female,1998-08-08,Nairobi,2024-05-15
CUST00068,Kevin Kariuki,kevin.kariuki68@example.com,750848124.0,Male,1972-06-28,Naivasha,2025-07-05
CUST00069,Mercy Kimani,mercy.kimani69@example.com,791264273.0,Male,,Nairobi,2023-09-03
CUST00070,Ruth Koech,ruth.koech70@example.com,720487320.0,Female,1983-12-04,Thika,2023-02-05
CUST00071,Daniel Kamau,daniel.kamau71@example.com,762178487.0,Female,1972-02-28,Thika,2023-03-29
CUST00072,Irene Kimani,irene.kimani72@example.com,793922562.0,Female,1963-11-23,Kisumu,2024-05-25
CUST00073,Zawadi Chebet,zawadi.chebet73@example.com,783296757.0,Male,1967-02-04,Nakuru,2023-12-12
CUST00074,Peter Odhiambo,peter.odhiambo74@example.com,740334279.0,Male,,Thika,2025-01-22
CUST00075,Daniel Njoroge,daniel.njoroge75@example.com,733920550.0,Female,2008-03-27,Kisumu,2025-07-09
CUST00076,Grace Njoroge,grace.njoroge76@example.com,748751007.0,Female,,Eldoret,2024-02-14
CUST00077,Daniel Wekesa,daniel.wekesa77@example.com,780625189.0,Female,1994-12-03,Kisumu,2025-11-19
CUST00078,Brian Mutua,brian.mutua78@example.com,752064673.0,Male,1992-09-01,Kisumu,2023-01-27
CUST00079,Grace Kimani,grace.kimani79@example.com,727376175.0,Female,1962-05-26,Nairobi,2025-07-03
CUST00080,Daniel Kariuki,daniel.kariuki80@example.com,740248535.0,Male,1996-12-20,Nakuru,2024-09-17
CUST00081,Victor Kimani,victor.kimani81@example.com,715541526.0,Female,1964-08-31,Nyeri,2023-10-14
CUST00082,Ruth Wambui,ruth.wambui82@example.com,765029906.0,Male,1972-11-11,Nairobi,2023-11-02
CUST00083,Samuel Mwangi,,712900430.0,Female,1971-06-20,Malindi,2023-11-13
CUST00084,Sarah Kamau,sarah.kamau84@example.com,731285699.0,Female,1972-12-31,Thika,2025-10-30
CUST00085,Daniel Wambui,daniel.wambui85@example.com,788093125.0,Female,2001-04-14,Nairobi,2023-08-23
CUST00086,James Kariuki,james.kariuki86@example.com,752569080.0,Male,1994-08-21,Eldoret,2024-01-30
CUST00087,Wilson Akinyi,wilson.akinyi87@example.com,796623615.0,Male,2003-06-24,Kitale,2023-06-02
CUST00088,Daniel Wekesa,daniel.wekesa88@example.com,762339298.0,Female,1971-07-14,Kisumu,2025-06-08
CUST00089,Victor Ochieng,victor.ochieng89@example.com,722969581.0,Female,1991-12-06,Nairobi,2024-05-25
CUST00090,Sarah Ochieng,sarah.ochieng90@example.com,738242123.0,Male,1966-04-18,Kitale,2025-12-30
CUST00091,Martin Mutua,martin.mutua91@example.com,737226334.0,Male,1963-06-17,Nairobi,2023-06-06
CUST00092,Peter Odhiambo,peter.odhiambo92@example.com,791124831.0,Male,1961-01-04,Nairobi,2025-11-28
CUST00093,Irene Kimani,irene.kimani93@example.com,,Male,2010-11-27,Nairobi,2024-03-16
CUST00094,Irene Cheruiyot,irene.cheruiyot94@example.com,776013346.0,Female,1971-10-01,Nairobi,2023-05-03
CUST00095,Mercy Chebet,mercy.chebet95@example.com,753261259.0,Male,1992-03-15,Kisumu,2023-06-01
CUST00096,Samuel Chebet,samuel.chebet96@example.com,741139208.0,Female,1998-02-09,Eldoret,2024-01-25
CUST00097,Ruth Kiptoo,ruth.kiptoo97@example.com,730766966.0,Female,1984-03-24,Kitale,2023-05-17
CUST00098,Grace Njoroge,grace.njoroge98@example.com,764669571.0,Female,1982-10-05,Nairobi,2024-08-10
CUST00099,Ruth Cheruiyot,ruth.cheruiyot99@example.com,734115673.0,Male,1961-10-18,Kisumu,2024-04-05
CUST00100,Wilson Kamau,wilson.kamau100@example.com,783661346.0,Male,1994-10-29,Nairobi,2025-06-14
CUST00101,James Wambui,james.wambui101@example.com,,Male,1995-10-25,Kisumu,2025-08-01
CUST00102,Naomi Otieno,naomi.otieno102@example.com,779481326.0,Male,1965-04-10,Nairobi,2024-02-18
CUST00103,Wilson Otieno,wilson.otieno103@example.com,773364540.0,Male,1993-11-10,Kakamega,2025-08-22
CUST00104,Ruth Wambui,ruth.wambui104@example.com,747302556.0,Male,2005-07-02,Thika,2023-06-08
CUST00105,James Kimani,james.kimani105@example.com,760476769.0,Male,,Kisumu,2025-07-24
CUST00106,Martin Kariuki,martin.kariuki106@example.com,797620522.0,Female,1960-03-28,Kitale,2024-02-22
CUST00107,Joy Njoroge,joy.njoroge107@example.com,716938381.0,Female,2004-06-05,Mombasa,2023-06-29
CUST00108,Victor Nyongesa,victor.nyongesa108@example.com,723001051.0,Male,1963-05-29,Kisumu,2025-10-17
CUST00109,Mercy Mwangi,mercy.mwangi109@example.com,723715706.0,Male,1968-04-13,Naivasha,2024-05-24
CUST00110,James Njoroge,james.njoroge110@example.com,785685412.0,Female,1961-01-20,Eldoret,2025-06-14
CUST00111,Wanjiku Mwangi,wanjiku.mwangi111@example.com,742862316.0,Female,1973-10-13,Kakamega,2023-11-07
CUST00112,Peter Kiptoo,peter.kiptoo112@example.com,719670468.0,Female,1990-12-21,Nairobi,2024-04-13
CUST00113,Sarah Kamau,sarah.kamau113@example.com,773038291.0,Female,2006-01-21,Mombasa,2025-12-25
CUST00114,Joy Odhiambo,joy.odhiambo114@example.com,764720379.0,Female,1998-05-08,Mombasa,2025-11-07
CUST00115,Ruth Cheruiyot,ruth.cheruiyot115@example.com,763457744.0,Female,1987-11-16,Nairobi,2023-05-12
CUST00116,Sarah Kiplagat,sarah.kiplagat116@example.com,783831304.0,Male,1963-04-10,Thika,2023-01-29
CUST00117,Victor Maina,victor.maina117@example.com,786831364.0,Male,1978-05-17,Mombasa,2025-11-15
CUST00118,Wilson Chebet,wilson.chebet118@example.com,793295839.0,Male,,Kakamega,2024-11-12
CUST00119,Kevin Maina,kevin.maina119@example.com,758664116.0,Male,1967-05-16,Nyeri,2024-09-30
CUST00120,Esther Njoroge,esther.njoroge120@example.com,780164562.0,Male,1991-04-17,Malindi,2024-01-24
CUST00121,Esther Cheruiyot,esther.cheruiyot121@example.com,752291103.0,Male,,Mombasa,2025-01-03
CUST00122,Grace Otieno,grace.otieno122@example.com,799886376.0,Male,1985-09-21,Nairobi,2023-08-05
CUST00123,Sarah Wekesa,sarah.wekesa123@example.com,762275165.0,Male,1985-03-09,Nakuru,2025-11-12
CUST00124,Lilian Nyongesa,lilian.nyongesa124@example.com,726988991.0,Female,1969-05-02,Nairobi,2024-12-05
CUST00125,Faith Maina,faith.maina125@example.com,731954072.0,Female,1970-05-26,Nairobi,2023-11-08
CUST00126,Lilian Wekesa,lilian.wekesa126@example.com,719126627.0,Female,1961-07-19,Nairobi,2025-12-16
CUST00127,Kevin Kariuki,kevin.kariuki127@example.com,711982120.0,Male,1968-12-18,Eldoret,2023-01-30
CUST00128,Zawadi Kiplagat,zawadi.kiplagat128@example.com,723851740.0,Male,,Nairobi,2025-02-09
CUST00129,Naomi Kariuki,naomi.kariuki129@example.com,751351947.0,Female,1978-04-21,Nairobi,2024-04-30
CUST00130,Peter Kiplagat,peter.kiplagat130@example.com,760888693.0,Male,1993-06-27,Nairobi,2023-08-02
CUST00131,Daniel Kamau,daniel.kamau131@example.com,775866657.0,Female,2006-08-20,Nairobi,2024-09-24
CUST00132,Grace Kiplagat,grace.kiplagat132@example.com,793363495.0,Female,1990-11-22,Nairobi,2025-02-21
CUST00133,Samuel Kariuki,samuel.kariuki133@example.com,723478900.0,Male,1996-06-07,Nairobi,2023-02-14
CUST00134,Joy Maina,joy.maina134@example.com,,Male,2008-06-15,Malindi,2025-01-12
CUST00135,Kevin Kamau,kevin.kamau135@example.com,761411187.0,Female,1989-02-17,Machakos,2024-06-09
CUST00136,Samuel Cheruiyot,samuel.cheruiyot136@example.com,,Male,1961-05-28,Eldoret,2023-02-02
CUST00137,Wilson Kamau,wilson.kamau137@example.com,710681918.0,Female,1977-06-16,Eldoret,2024-12-09
CUST00138,Daniel Akinyi,daniel.akinyi138@example.com,750831617.0,Male,1973-05-05,Machakos,2025-03-30
CUST00139,Ruth Odhiambo,ruth.odhiambo139@example.com,710669156.0,Male,1960-04-24,Nyeri,2025-03-26
CUST00140,Mercy Njoroge,mercy.njoroge140@example.com,723279807.0,Female,2000-01-28,Nairobi,2024-01-30
CUST00141,Naomi Maina,naomi.maina141@example.com,732387710.0,Male,1960-03-13,Eldoret,2024-08-12
CUST00142,Irene Chebet,irene.chebet142@example.com,798433383.0,Female,1992-08-22,Kakamega,2024-08-28
CUST00143,James Njoroge,james.njoroge143@example.com,768408743.0,Male,2005-03-15,Kisumu,2024-01-16
CUST00144,Carol Kamau,carol.kamau144@example.com,750756825.0,Female,1997-07-10,Kisumu,2023-07-21
CUST00145,Hassan Akinyi,hassan.akinyi145@example.com,755904012.0,Female,1964-06-08,Eldoret,2023-04-11
CUST00146,Sarah Mutua,sarah.mutua146@example.com,721070353.0,Male,1987-02-10,Nairobi,2025-08-31
CUST00147,Esther Chebet,esther.chebet147@example.com,720577539.0,Male,1960-10-20,Nakuru,2025-12-13
CUST00148,Irene Wambui,irene.wambui148@example.com,796657411.0,Male,1978-03-06,Malindi,2023-10-24
CUST00149,Daniel Mutua,daniel.mutua149@example.com,738047012.0,Female,,Thika,2023-06-01
CUST00150,Martin Kariuki,martin.kariuki150@example.com,716075653.0,Female,1972-02-18,Mombasa,2025-06-14
CUST00151,Brian Ochieng,brian.ochieng151@example.com,748286743.0,Female,1964-08-15,Kisumu,2025-07-19
CUST00152,Irene Nyongesa,irene.nyongesa152@example.com,756911941.0,Female,1975-05-03,Eldoret,2024-09-28
CUST00153,Faith Otieno,faith.otieno153@example.com,781412232.0,Female,,Nairobi,2023-11-23
CUST00154,Kevin Mutua,kevin.mutua154@example.com,796250220.0,Male,2002-06-23,Nakuru,2023-07-17
CUST00155,Amina Kariuki,,742185771.0,Female,1996-11-28,Kisumu,2024-05-27
CUST00156,Joy Muthoni,joy.muthoni156@example.com,784446903.0,Male,1985-06-16,Nairobi,2023-03-15
CUST00157,Sarah Kimani,sarah.kimani157@example.com,773732773.0,Male,1964-06-13,Kitale,2023-08-27
CUST00158,Grace Otieno,grace.otieno158@example.com,746074461.0,Male,1969-10-16,Eldoret,2024-01-30
CUST00159,Amina Chebet,amina.chebet159@example.com,768347767.0,Male,1993-07-26,Kakamega,2023-08-26
CUST00160,Ruth Njoroge,ruth.njoroge160@example.com,,Female,1972-05-14,Nakuru,2025-06-06
CUST00161,Martin Mutua,martin.mutua161@example.com,751009360.0,Female,2005-08-19,Malindi,2025-11-29
CUST00162,Samuel Mwangi,samuel.mwangi162@example.com,780383531.0,Male,1983-11-27,Kisumu,2023-10-13
CUST00163,Victor Wekesa,victor.wekesa163@example.com,738280212.0,Female,1964-05-28,Eldoret,2025-05-12
CUST00164,Zawadi Kariuki,zawadi.kariuki164@example.com,773047843.0,Female,2008-08-15,Mombasa,2025-12-22
CUST00165,Mercy Akinyi,mercy.akinyi165@example.com,724000412.0,Male,1983-10-18,Nairobi,2024-12-16
CUST00166,Kevin Kamau,kevin.kamau166@example.com,752693214.0,Male,,Mombasa City,2025-12-30
CUST00167,Naomi Chebet,naomi.chebet167@example.com,747397145.0,Male,1986-07-05,Nairobi,2024-11-18
CUST00168,Zawadi Ochieng,zawadi.ochieng168@example.com,774625624.0,Female,1999-01-31,Kitale,2025-11-15
CUST00169,Wanjiku Kamau,wanjiku.kamau169@example.com,784862506.0,Female,1969-08-08,Thika,2024-07-27
CUST00170,Esther Maina,esther.maina170@example.com,799067668.0,Female,1967-12-31,Mombasa,2024-04-23
CUST00171,Daniel Muthoni,daniel.muthoni171@example.com,726101313.0,Female,,Nairobi,2023-01-23
CUST00172,Kevin Odhiambo,kevin.odhiambo172@example.com,,Male,2010-12-28,Kisumu,2025-04-13
CUST00173,Kevin Muthoni,kevin.muthoni173@example.com,794035075.0,Male,1990-09-23,Nyeri,2023-10-09
CUST00174,James Mwangi,james.mwangi174@example.com,714825973.0,Female,2006-09-06,Nakuru,2024-09-10
CUST00175,Lilian Wekesa,lilian.wekesa175@example.com,771487324.0,Female,1975-09-23,Thika,2023-10-03
CUST00176,Faith Koech,faith.koech176@example.com,710059473.0,Male,1979-02-13,Naivasha,2023-04-08
CUST00177,Kevin Ochieng,kevin.ochieng177@example.com,723627907.0,Male,,Eldoret,2025-05-21
CUST00178,Zawadi Chebet,zawadi.chebet178@example.com,732145655.0,Female,2007-02-15,Mombasa,2025-02-19
CUST00179,Sarah Kiplagat,sarah.kiplagat179@example.com,772240334.0,Female,,Nairobi,2024-11-24
CUST00180,Victor Kiptoo,victor.kiptoo180@example.com,715839299.0,Male,1967-04-23,Kakamega,2023-10-03
CUST00181,Mercy Odhiambo,mercy.odhiambo181@example.com,782834881.0,Female,1999-07-28,Nakuru,2025-04-22
CUST00182,James Mutua,james.mutua182@example.com,786039709.0,Male,1988-07-30,Machakos,2023-09-23
CUST00183,Kevin Akinyi,kevin.akinyi183@example.com,780918473.0,Female,2001-08-13,Kisumu,2023-02-20
CUST00184,Peter Cheruiyot,peter.cheruiyot184@example.com,782379094.0,Female,1980-07-01,Nairobi,2023-09-02
CUST00185,Wilson Muthoni,wilson.muthoni185@example.com,789402629.0,Male,1988-03-23,Malindi,2024-08-15
CUST00186,Grace Nyongesa,grace.nyongesa186@example.com,713882863.0,Female,2005-02-15,Mombasa City,2023-11-02
CUST00187,Martin Kimani,martin.kimani187@example.com,715138548.0,Female,2001-07-17,Kitale,2024-02-09
CUST00188,James Maina,james.maina188@example.com,792377894.0,Female,1969-02-11,Eldoret,2023-07-08
CUST00189,Wanjiku Chebet,wanjiku.chebet189@example.com,757191134.0,Female,2005-02-12,Mombasa,2023-09-14
CUST00190,Naomi Muthoni,naomi.muthoni190@example.com,730030038.0,Male,1989-03-20,Nairobi,2024-04-10
CUST00191,Wilson Cheruiyot,wilson.cheruiyot191@example.com,778685081.0,Male,1995-10-06,Nairobi,2025-01-22
CUST00192,Wanjiku Nyongesa,wanjiku.nyongesa192@example.com,743584898.0,Male,1964-08-10,Nairobi,2025-04-14
CUST00193,Victor Akinyi,,793887187.0,Male,1988-01-29,Nairobi,2023-04-30
CUST00194,Ruth Nyongesa,ruth.nyongesa194@example.com,738134904.0,Female,2000-11-08,Nakuru,2024-05-12
CUST00195,Carol Njoroge,carol.njoroge195@example.com,737646294.0,Female,1967-09-20,Nakuru,2025-01-19
CUST00196,Wilson Wambui,wilson.wambui196@example.com,737926248.0,Male,2005-12-31,Nairobi,2023-03-18
CUST00197,Mercy Muthoni,mercy.muthoni197@example.com,767982064.0,Male,1996-10-03,Nairobi,2023-08-14
CUST00198,Carol Wekesa,carol.wekesa198@example.com,782185738.0,Female,1992-10-16,Eldoret,2025-09-24
CUST00199,Esther Wekesa,esther.wekesa199@example.com,748191389.0,Male,1995-12-24,Mombasa,2024-07-01
CUST00200,Esther Kamau,esther.kamau200@example.com,730464305.0,Male,1966-11-27,Mombasa,2025-09-03
CUST00201,Carol Njoroge,carol.njoroge201@example.com,719055147.0,Female,1986-12-05,Nakuru,2025-09-05
CUST00202,Zawadi Kiptoo,zawadi.kiptoo202@example.com,731469078.0,Male,1974-11-13,Kisumu,2023-01-23
CUST00203,Lilian Kiplagat,lilian.kiplagat203@example.com,767319952.0,Female,2005-04-06,Nairobi,2024-08-04
CUST00204,Mercy Mutua,mercy.mutua204@example.com,751268696.0,Male,1992-01-02,Kisumu,2025-01-28
CUST00205,Brian Kiplagat,brian.kiplagat205@example.com,713649376.0,Female,1990-12-13,Nyeri,2023-07-31
CUST00206,Irene Maina,irene.maina206@example.com,748703046.0,Female,1964-08-06,Nairobi,2023-11-29
CUST00207,Lilian Kamau,lilian.kamau207@example.com,759384832.0,Male,2005-05-18,Nairobi,2025-08-19
CUST00208,James Koech,james.koech208@example.com,717112343.0,Male,1992-01-16,Eldoret,2024-12-24
CUST00209,Joy Wambui,joy.wambui209@example.com,776277703.0,Male,1997-05-29,Nairobi,2025-04-22
CUST00210,Hassan Njoroge,hassan.njoroge210@example.com,795857022.0,Female,1985-12-11,Nairobi,2025-03-14
CUST00211,Naomi Kiplagat,naomi.kiplagat211@example.com,797659470.0,Female,1992-09-07,Nairobi,2024-03-23
CUST00212,Lilian Kariuki,lilian.kariuki212@example.com,747486595.0,Male,1973-10-15,Eldoret,2025-07-31
CUST00213,Esther Otieno,esther.otieno213@example.com,712805176.0,Female,1965-08-16,Nairobi,2024-07-09
CUST00214,Samuel Akinyi,samuel.akinyi214@example.com,788588061.0,Male,1976-03-18,Nairobi,2023-03-07
CUST00215,Sarah Mutua,sarah.mutua215@example.com,761820881.0,Female,2007-12-15,Nairobi,2024-06-25
CUST00216,Irene Nyongesa,irene.nyongesa216@example.com,755777454.0,Male,1977-09-04,Mombasa,2025-04-28
CUST00217,Naomi Kamau,naomi.kamau217@example.com,726975452.0,Female,1995-10-27,Mombasa,2024-08-19
CUST00218,Samuel Nyongesa,samuel.nyongesa218@example.com,791404737.0,Male,1999-01-31,Nairobi,2025-04-01
CUST00219,Esther Otieno,esther.otieno219@example.com,789006056.0,Female,1999-12-12,Mombasa,2024-11-28
CUST00220,Martin Cheruiyot,martin.cheruiyot220@example.com,758137069.0,Male,1990-01-31,Nairobi,2025-06-22
CUST00221,Sarah Ochieng,sarah.ochieng221@example.com,761754534.0,Female,1992-11-18,Thika,2025-06-07
CUST00222,Sarah Muthoni,sarah.muthoni222@example.com,787539363.0,Male,1990-04-30,Thika,2024-08-21
CUST00223,Irene Kariuki,irene.kariuki223@example.com,794756434.0,Female,1997-01-27,Mombasa,2025-08-27
CUST00224,Wilson Ochieng,wilson.ochieng224@example.com,761885724.0,Male,1985-10-21,Eldoret,2025-06-19
CUST00225,James Kiplagat,james.kiplagat225@example.com,757743163.0,Male,1969-06-22,Nairobi,2024-03-28
CUST00226,Hassan Njoroge,hassan.njoroge226@example.com,779539417.0,Male,1962-01-11,Eldoret,2025-11-04
CUST00227,Wilson Chebet,wilson.chebet227@example.com,792541461.0,Female,1963-07-12,Kisumu,2023-06-06
CUST00228,Wanjiku Mwangi,wanjiku.mwangi228@example.com,780138022.0,Male,2010-10-09,Thika,2024-12-25
CUST00229,James Njoroge,james.njoroge229@example.com,716125800.0,Female,1965-01-25,Nairobi,2023-02-17
CUST00230,Martin Mwangi,martin.mwangi230@example.com,721240658.0,Female,1982-03-07,Mombasa,2025-08-21
CUST00231,Martin Mutua,martin.mutua231@example.com,761121414.0,Female,2000-07-12,Kisumu,2024-07-14
CUST00232,Faith Kimani,faith.kimani232@example.com,712163727.0,Male,1996-05-30,Kisumu,2024-07-10
CUST00233,Wanjiku Wambui,wanjiku.wambui233@example.com,786541693.0,Male,2007-12-26,Nakuru,2025-08-27
CUST00234,Kevin Nyongesa,kevin.nyongesa234@example.com,773634194.0,Female,,Kitale,2024-06-30
CUST00235,Kevin Nyongesa,kevin.nyongesa235@example.com,779433313.0,Female,,Nairobi,2023-10-01
CUST00236,Mercy Njoroge,mercy.njoroge236@example.com,793600982.0,Female,1989-12-04,Kisumu,2024-01-03
CUST00237,Lilian Muthoni,lilian.muthoni237@example.com,760448003.0,Female,1989-08-31,Kitale,2024-09-10
CUST00238,Amina Wambui,amina.wambui238@example.com,716042437.0,Female,1969-02-26,Naivasha,2024-09-21
CUST00239,Samuel Chebet,samuel.chebet239@example.com,777837533.0,Male,,Eldoret,2023-12-11
CUST00240,Faith Otieno,faith.otieno240@example.com,730156361.0,Male,1994-12-05,Mombasa,2023-12-31
CUST00241,Peter Kariuki,peter.kariuki241@example.com,761558364.0,Female,1984-09-21,Kitale,2023-05-09
CUST00242,Daniel Akinyi,daniel.akinyi242@example.com,776705341.0,Female,,Nairobi,2024-12-08
CUST00243,Esther Odhiambo,esther.odhiambo243@example.com,764966592.0,Male,1994-07-12,Nairobi,2023-11-20
CUST00244,Hassan Kimani,hassan.kimani244@example.com,795482859.0,Male,1995-03-16,Kitale,2025-03-31
CUST00245,Victor Kiplagat,victor.kiplagat245@example.com,718429496.0,Male,1987-07-30,Mombasa,2025-12-25
CUST00246,Martin Maina,martin.maina246@example.com,729984050.0,Female,1976-06-21,Kakamega,2024-04-17
